canonical_item_code	standard_item_name	standard_sku_name	minimal_required_specs	standard_uom	source_uoms	unit_resolution	brand	aliases	removed_default_fields	default_fill_basis	merged_from_item_codes	merged_count	merge_reasons	governance_reasons	target
CHEM-000107	滚筒刷	滚筒刷 大号	规格：大号	只	只	来源单位一致		大油漆滚筒；油漆滚筒大号；滚筒大号；大号滚筒	用途：油漆	原始规格缺失精确尺寸，按常见油漆滚筒大号创建，大号无标准尺寸，建议后续确认	CHEM-000107	1		保留大号规格，删除默认用途油漆	工具耗材/刷涂耗材/滚筒刷
CHEM-000117	滚筒刷	滚筒刷 小号	规格：小号	只	只	来源单位一致		小油漆滚筒；油漆滚筒小号；滚筒小号；油漆滚筒	用途：油漆	原始规格缺失精确尺寸，按常见油漆滚筒小号创建，小号无标准尺寸，建议后续确认	CHEM-000117	1		保留小号规格，删除默认用途油漆	工具耗材/刷涂耗材/滚筒刷
CHEM-000140	滚筒刷	滚筒刷 通用	用途：油漆	只	只	来源单位一致		油漆滚筒		原始无规格，按通用油漆滚筒创建，原单位为包，建议确认每包数量	CHEM-000140	1		缺失规格，保留用途作为最小规格，单位统一为只	工具耗材/刷涂耗材/滚筒刷
TOOL-000274	滚筒刷	滚筒刷 通用	用途：涂装	只	只	来源单位一致		滚桶刷；滚筒刷		原始无规格，按通用涂装滚筒创建	TOOL-000274	1		缺失规格，保留用途作为最小规格，单位从只保留	工具耗材/刷涂耗材/滚筒刷
TOOL-000281	滚筒柄	滚筒柄 45cm	长度：45cm；接口：内螺纹	把	把	来源单位一致		滚筒柄	部件：滚筒柄	基于行业常见规格，默认长度45cm、接口内螺纹	TOOL-000281	1		原规格缺失，按常见推断补齐长度和接口；删除无实际意义的'部件'字段	工具耗材/刷具附件（候选新增）/滚筒柄
TOOL-000244	毛刷	毛刷 2.5寸 羊毛	规格：2.5寸；材质：羊毛	把	把	来源单位一致		羊毛刷2.5寸；羊毛刷			TOOL-000244	1		保留规格和材质关键字段，统一单位为把	工具耗材/刷涂耗材/毛刷
TOOL-000043	毛刷	毛刷 2寸	规格：2寸	把	把	来源单位一致		2寸毛刷；毛刷			TOOL-000043	1		保留规格关键字段，材质未指定，统一单位为把	工具耗材/刷涂耗材/毛刷
TOOL-000086	毛刷	毛刷 2寸 羊毛	规格：2寸；材质：羊毛	把	把	来源单位一致		2寸羊毛刷；羊毛刷；羊毛刷2寸			TOOL-000086；TOOL-000237	2	相同规格和材质，单位不同，建议合并	保留规格和材质关键字段，统一单位为把	工具耗材/刷涂耗材/毛刷
TOOL-000023	毛刷	毛刷 3寸	规格：3寸	把	把	来源单位一致		3寸毛刷；毛刷；漆刷3寸；漆刷	用途：涂漆		TOOL-000023；TOOL-000035；TOOL-000253	3	相同规格，单位不同，建议合并；相同规格，用途默认，建议合并	保留规格关键字段，材质未指定，统一单位为把；保留规格，删除默认用途字段，统一单位为把	工具耗材/刷涂耗材/毛刷
TOOL-000236	毛刷	毛刷 3寸 羊毛	规格：3寸；材质：羊毛	把	把	来源单位一致		羊毛刷3寸；羊毛刷			TOOL-000236	1		保留规格和材质关键字段，统一单位为把	工具耗材/刷涂耗材/毛刷
TOOL-000038	毛刷	毛刷 4寸	规格：4寸	把	把	来源单位一致		4寸毛刷；毛刷			TOOL-000038	1		保留规格关键字段，材质未指定，统一单位为把	工具耗材/刷涂耗材/毛刷
TOOL-000010	毛刷	毛刷 4寸 羊毛	规格：4寸；材质：羊毛	把	把	来源单位一致		4寸羊毛刷；羊毛刷；羊毛刷4寸；羊毛漆刷大号；羊毛漆刷		大号推断为4寸	TOOL-000010；TOOL-000011；TOOL-000036；TOOL-000068；TOOL-000243；TOOL-000273；TOOL-000291	7	相同规格和材质，单位不同，建议合并；推断规格与4寸羊毛一致，建议合并	保留规格和材质关键字段，统一单位为把；规格大号推断为4寸，保留材质，统一单位	工具耗材/刷涂耗材/毛刷
TOOL-000271	宝塔钻头开孔器	宝塔钻头开孔器 4-52mm	规格范围：4-52mm	套	套	来源单位一致		宝塔钻头开孔器4-52；宝塔钻头开孔器	类型：宝塔钻头/开孔器	规格范围来自原始required_specs，单位mm为常见推断	TOOL-000271	1		保留关键规格规格范围，删除冗余类型描述	工具耗材/开孔器/宝塔钻头开孔器
TOOL-000126	石笔	石笔 单支	包装：单支	个	个	来源单位一致		石笔	类型：石笔	原始缺失规格，按常见单支石笔推断	TOOL-000126	1		低值划线耗材，包装差异决定SKU拆分	工具耗材/砂纸/磨料/石笔
TOOL-000293	石笔	石笔 盒装	包装：盒装	盒	盒	来源单位一致		石笔	类型：石笔	原始缺失规格，按常见盒装石笔推断，每盒数量待定	TOOL-000293	1		低值划线耗材，包装差异决定SKU拆分	工具耗材/砂纸/磨料/石笔
TOOL-000334	刷具伸缩杆	刷具伸缩杆	适配工具：滚筒；长度：1.2m	根	根	来源单位一致		滚筒伸缩杆		原记录缺失长度，按常见刷具伸缩杆长度1.2m补齐	TOOL-000334	1		统一三级名称，保留适配工具规格，补齐长度作为初始常用值	工具耗材/刷具附件（候选新增）/刷具伸缩杆
TOOL-000335	刷具伸缩杆	刷具伸缩杆	适配工具：边角刷；长度：1.2m	根	根	来源单位一致		边角刷伸缩杆		原记录缺失长度，按常见刷具伸缩杆长度1.2m补齐	TOOL-000335	1		统一三级名称，保留适配工具规格，补齐长度作为初始常用值	工具耗材/刷具附件（候选新增）/刷具伸缩杆
TOOL-000080	五坑钻头	五坑钻头 14*400	材质：合金钢；直径：14mm；长度：400mm	支	支	来源单位一致	方大同	方大同14*400五孔钻头；五坑钻头	柄型：五坑	材质缺失，按常见合金钢填充	TOOL-000080	1		删除默认柄型，补齐材质	工具耗材/钻头/五坑钻头
TOOL-000081	五坑钻头	五坑钻头 14*600	材质：合金钢；直径：14mm；长度：600mm	支	支	来源单位一致	方大同	方大同14*600五坑钻头；五坑钻头	柄型：五坑	材质缺失，按常见合金钢填充	TOOL-000081	1		删除默认柄型，补齐材质	工具耗材/钻头/五坑钻头
TOOL-000082	五坑钻头	五坑钻头 16*280	材质：合金钢；直径：16mm；长度：280mm	支	支	来源单位一致	方大同	方大同16*280五孔钻头；五坑钻头	柄型：五坑	材质缺失，按常见合金钢填充	TOOL-000082	1		删除默认柄型，补齐材质	工具耗材/钻头/五坑钻头
TOOL-000078	五坑钻头	五坑钻头 28*800	材质：合金钢；直径：28mm；长度：800mm	支	支	来源单位一致		28*800五孔钻头；五坑钻头	柄型：五坑	材质缺失，按常见合金钢填充；品牌缺失，按通用件处理	TOOL-000078	1		删除默认柄型，补齐材质，无品牌	工具耗材/钻头/五坑钻头
TOOL-000075	五坑钻头	五坑钻头 35*500	材质：合金钢；直径：35mm；长度：500mm	支	支	来源单位一致	方大同	方大同35*500五坑钻头；五坑钻头	柄型：五坑	材质缺失，按常见合金钢填充	TOOL-000075	1		删除默认柄型，补齐材质	工具耗材/钻头/五坑钻头
TOOL-000267	五坑钻头	五坑钻头 40*1000	材质：合金钢；直径：40mm；长度：1000mm	支	支	来源单位一致	博世	博世五坑钻头Φ40*1米；五坑钻头	柄型：五坑	材质缺失，按常见合金钢填充；长度单位从米转换为毫米	TOOL-000267	1		删除默认柄型，补齐材质，统一长度单位	工具耗材/钻头/五坑钻头
TOOL-000064	五坑钻头	五坑钻头 40*1200	材质：合金钢；直径：40mm；长度：1200mm	支	支	来源单位一致	方大同	方大同40*1200五孔钻头；五坑钻头	柄型：五坑	材质缺失，按常见合金钢填充	TOOL-000064	1		统一单位，删除默认柄型，补齐材质	工具耗材/钻头/五坑钻头
TOOL-000343	二坑二槽钻头	二坑二槽钻头 Φ10*160	材质：硬质合金；柄型：二坑二槽；直径：10mm；长度：160mm	支	支	来源单位一致	博世	博世二坑二槽钻头Φ10*160；二坑二槽钻头		材质默认硬质合金；单位统一为支	TOOL-000343	1		保留柄型、直径、长度；材质默认硬质合金；品牌博世放入brand；单位统一为支	工具耗材/钻头/二坑二槽钻头
TOOL-000328	二坑二槽钻头	二坑二槽钻头 Φ12*350	材质：硬质合金；柄型：二坑二槽；直径：12mm；长度：350mm	支	支	来源单位一致	博世	博世二坑二槽钻头Φ12*350；钻头		材质默认硬质合金；单位统一为支	TOOL-000328	1		保留柄型、直径、长度；材质默认硬质合金；品牌博世放入brand；单位统一为支	工具耗材/钻头/二坑二槽钻头
TOOL-000344	二坑二槽钻头	二坑二槽钻头 Φ14*160	材质：硬质合金；柄型：二坑二槽；直径：14mm；长度：160mm	支	支	来源单位一致	博世	博世二坑二槽钻头Φ14*160；二坑二槽钻头		材质默认硬质合金；单位统一为支	TOOL-000344	1		保留柄型、直径、长度；材质默认硬质合金；品牌博世放入brand；单位统一为支	工具耗材/钻头/二坑二槽钻头
TOOL-000329	二坑二槽钻头	二坑二槽钻头 Φ14*350	材质：硬质合金；柄型：二坑二槽；直径：14mm；长度：350mm	支	支	来源单位一致	博世	博世二坑二槽钻头Φ14*350；钻头		材质默认硬质合金；单位统一为支	TOOL-000329	1		保留柄型、直径、长度；材质默认硬质合金；品牌博世放入brand；单位统一为支	工具耗材/钻头/二坑二槽钻头
TOOL-000345	二坑二槽钻头	二坑二槽钻头 Φ16*200	材质：硬质合金；柄型：二坑二槽；直径：16mm；长度：200mm	支	支	来源单位一致	博世	博世二坑二槽钻头Φ16*200；二坑二槽钻头		材质默认硬质合金；单位统一为支	TOOL-000345	1		保留柄型、直径、长度；材质默认硬质合金；品牌博世放入brand；单位统一为支	工具耗材/钻头/二坑二槽钻头
TOOL-000330	二坑二槽钻头	二坑二槽钻头 Φ16*350	材质：硬质合金；柄型：二坑二槽；直径：16mm；长度：350mm	支	支	来源单位一致	博世	博世二坑二槽钻头Φ16*350；钻头		材质默认硬质合金；单位统一为支	TOOL-000330	1		保留柄型、直径、长度；材质默认硬质合金；品牌博世放入brand；单位统一为支	工具耗材/钻头/二坑二槽钻头
TOOL-000325	方柄钻头	方柄钻头 Φ12*260	直径：Φ12；长度：260mm；柄型：方柄	支	支	来源单位一致	博世	博世方柄钻头Φ12*260；钻头			TOOL-000325	1		保留原始规格，未补充缺失材质，品牌仅作参考不进入规格	工具耗材/钻头/方柄钻头
TOOL-000324	方柄钻头	方柄钻头 Φ14*280	直径：Φ14；长度：280mm；柄型：方柄	支	支	来源单位一致	博世	博世方柄钻头Φ14*280；钻头			TOOL-000324	1		保留原始规格，未补充缺失材质，品牌仅作参考不进入规格	工具耗材/钻头/方柄钻头
TOOL-000076	冲击钻头	冲击钻头 18*400	规格/直径: 18mm; 长度: 400mm	支	支	来源单位一致	方大同	方大同18x400冲击钻头；冲击钻头		直径和长度已提供，无缺失字段；品牌单独字段	TOOL-000076	1		保留直径和长度，品牌分离，规格格式规范为18*400	工具耗材/钻头/冲击钻头
TOOL-000063	冲击钻头	冲击钻头 18*800	规格/直径: 18mm; 长度: 800mm	支	支	来源单位一致	方大同	方大同18*800冲击钻头；冲击钻头		直径和长度已提供，无缺失字段；品牌单独字段	TOOL-000063	1		保留直径和长度，品牌分离，规格格式规范为18*800	工具耗材/钻头/冲击钻头
TOOL-000013	冲击钻头	冲击钻头 20mm	规格/直径: 20mm; 长度: 200mm	支	支	来源单位一致		20厘冲击钻头；冲击钻头		仅提供直径20厘（推测为20mm），长度未提供，按常见冲击钻头20mm标准长度200mm补齐	TOOL-000013	1		保留直径，推断长度，删除‘厘’不规范写法，统一为mm	工具耗材/钻头/冲击钻头
TOOL-000077	冲击钻头	冲击钻头 30*400	规格/直径: 30mm; 长度: 400mm	支	支	来源单位一致	方大同	方大同30x400冲击钻头；冲击钻头		直径和长度已提供，无缺失字段；品牌单独字段	TOOL-000077	1		保留直径和长度，品牌分离，规格格式规范为30*400	工具耗材/钻头/冲击钻头
TOOL-000012	冲击钻头	冲击钻头 6mm	规格/直径: 6mm; 长度: 100mm	支	支	来源单位一致		6厘冲击钻头；冲击钻头		仅提供直径6厘（推测为6mm），长度未提供，按常见冲击钻头6mm标准长度100mm补齐	TOOL-000012	1		保留直径，推断长度，删除‘厘’不规范写法，统一为mm	工具耗材/钻头/冲击钻头
TOOL-000327	圆柄钻头	圆柄钻头 Φ10*350	直径：10mm；长度：350mm；材质：高速钢	只	只	来源单位一致	博世	博世圆柄钻头Φ10*350；钻头		材质缺失，按最常见的高速钢填充	TOOL-000327	1		保留直径和长度作为关键规格；材质按常见推断补充；品牌单独列出	工具耗材/钻头/圆柄钻头
TOOL-000302	二坑三槽钻头	二坑三槽钻头 Φ20*280	柄型：二坑三槽；直径：20mm；长度：280mm；材质：硬质合金	支	支	来源单位一致	博世	博世二坑三槽钻头Φ20*280		材质原始缺失，根据常见二坑三槽钻头推断为硬质合金	TOOL-000302	1		保留直径、长度、柄型、材质；品牌移入brand字段；名称用直径*长度	工具耗材/钻头/二坑三槽钻头
TOOL-000303	二坑三槽钻头	二坑三槽钻头 Φ22*280	柄型：二坑三槽；直径：22mm；长度：280mm；材质：硬质合金	支	支	来源单位一致	博世	博世二坑三槽钻头Φ22*280		材质原始缺失，根据常见二坑三槽钻头推断为硬质合金	TOOL-000303	1		保留直径、长度、柄型、材质；品牌移入brand字段；名称用直径*长度	工具耗材/钻头/二坑三槽钻头
TOOL-000282	钻头	不锈钢钻头 3.2mm	用途：不锈钢；直径：3.2mm	支	支	来源单位一致		不锈钢钻头3.2mm；钻头	材质：高速钢（默认）	钻头材质默认高速钢，用途为不锈钢；直径单位mm。	TOOL-000282	1		材质缺失默认高速钢，保留用途不锈钢和直径3.2mm。	工具耗材/钻头/钻头
