merged_item_code,governance_grade,priority,issue_type,standard_name,canonical_group_path,specs,unit,missing_specs,governance_reason,next_action,source_rows,alias_names
REVIEW-MAT-00566,D,high,unit_conflict,羊毛刷,工具器具/涂装工具/刷辊喷涂,规格: 2寸；材质: 羊毛,支,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:1032,2寸羊毛刷
REVIEW-MAT-00567,C,medium,needs_human_review,不锈钢钻头,工具器具/工具配件/工具配件,规格: 5.0；材质/用途: 不锈钢,支,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:1035,5.0不锈钢钻头
REVIEW-MAT-00568,C,medium,missing_specs,噪音计,工具器具/其他/检测仪器,用途: 噪音检测,台,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:1042,噪音仪
REVIEW-MAT-00569,C,medium,needs_human_review,背胶防撞条,安全防护/隔离防护/防护网,特征: 背胶；类型: 防撞条,米,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,Sheet1:1043,背胶防撞条
REVIEW-MAT-00570,C,medium,missing_specs,雾炮机,设备备件与加工件/其他/环保喷淋设备,功率: 3kW；控制: 全自动,台,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:1047,3千瓦全自动雾炮机
REVIEW-MAT-00571,D,high,alias_conflict,冰块,行政办公与清洁/其他/临时消耗品,重量: 50kg,个,至少一个: 规格；类型；品牌；包装规格,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:1052；Sheet1:1055；Sheet1:1056；Sheet1:1070,50kg冰块
REVIEW-MAT-00572,C,medium,needs_human_review,人工草皮,工程建材/其他/地面材料,规格: 3.0；颜色: 绿色,平方,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:1053；Sheet1:1065,3.0绿草皮
REVIEW-MAT-00573,C,medium,needs_human_review,六角自攻螺丝,五金备件/其他/紧固件,规格: 6；类型: 六角自攻,盒,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:1054,6六角自攻螺丝
REVIEW-MAT-00574,C,medium,missing_specs,测电笔,工具器具/其他/电工工具,类型: 多功能电笔,支,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:1057,多功能电笔
REVIEW-MAT-00575,C,medium,needs_human_review,定向轮,五金备件/其他/脚轮,规格: 4寸；类型: 定向轮,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:1058,4寸定向轮
REVIEW-MAT-00576,C,medium,needs_human_review,带刹定向轮,五金备件/其他/脚轮,规格: 4寸；特征: 带刹车,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:1059,4寸定向轮刹
REVIEW-MAT-00577,C,medium,missing_specs,手推车,工具器具/其他/搬运工具,载荷: 300kg；特征: 加厚,台,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:1061,300kg手推车加厚
REVIEW-MAT-00578,C,medium,missing_specs,路锥,安全防护/警示标识/反光警示,高度: 90cm,个,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,Sheet1:1062,90cm路锥
REVIEW-MAT-00579,C,medium,needs_human_review,伸缩杆,安全防护/隔离防护/防护网,颜色: 红色；类型: 伸缩杆,个,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,Sheet1:1063,红色伸缩杆
REVIEW-MAT-00580,C,medium,needs_human_review,警示牌,安全防护/警示标识/反光警示,规格: 大号,个,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,Sheet1:1064,大警示牌
REVIEW-MAT-00581,C,medium,low_precision_conflict,漏电断路器,电气与自动化/低压电器/低压电器,品牌: 施耐德；电流: 400A,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:1066,施耐德400A漏电开关
REVIEW-MAT-00582,C,medium,missing_specs,遮阳网,安全防护/隔离防护/防护网,特征: 密,平方,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,Sheet1:1067,密遮阳网
REVIEW-MAT-00583,D,high,alias_conflict,冰块,行政办公与清洁/其他/临时消耗品,重量: 50kg,块,至少一个: 规格；类型；品牌；包装规格,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:1068,50kg冰块
REVIEW-MAT-00584,C,medium,missing_specs,电瓶夹线,电气与自动化/其他/电工工具,类型: 电瓶夹；包含: 线,套,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:1069,电瓶夹带线
REVIEW-MAT-00585,C,medium,missing_specs,测电笔,工具器具/其他/电工工具,类型: 测电笔,个,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:1071,测电笔
REVIEW-MAT-00586,C,medium,needs_human_review,蓄电池,电气与自动化/电源电池/电源电池,电压: 12V,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:1073,12v蓄电池
REVIEW-MAT-00587,C,medium,needs_human_review,防尘网,安全防护/隔离防护/防护网,规格: 10针,平方,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,Sheet1:1077,10针防尘网
REVIEW-MAT-00588,C,medium,missing_specs,污水泵,设备备件与加工件/设备专用备件/设备备件,功率: 1.5kW；口径: 2寸,台,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:1078,1.5千瓦2寸污水泵
REVIEW-MAT-00589,D,high,alias_conflict,钢丝球,劳保用品/其他/清洁用品,类型: 钢丝球,个,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:1081,钢丝球
REVIEW-MAT-00590,D,high,alias_conflict,钢丝刷,工具器具/其他/清洁工具,类型: 钢丝刷,支,至少一个: 型号；规格；品牌；尺寸；适用设备,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:1082,钢丝刷
REVIEW-MAT-00591,C,medium,specs_conflict,办公椅,行政办公与清洁/生活后勤/生活用品,类型: 多功能办公椅,把,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:1087,多功能办公椅
REVIEW-MAT-00592,C,medium,missing_specs,绝缘摇表,工具器具/其他/检测仪器,量程/电压: 2500,个,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:1089,2500绝缘摇表
REVIEW-MAT-00593,C,medium,needs_human_review,摇表表笔,工具器具/工具配件/工具配件,适用设备: 摇表；类型: 表笔,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:1090,摇表笔
REVIEW-MAT-00594,C,medium,needs_human_review,电热水壶,行政办公与清洁/生活后勤/生活用品,品牌: 苏泊尔,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:1091,苏泊尔热水壶
REVIEW-MAT-00595,C,medium,needs_human_review,鼠标,行政办公与清洁/办公用品/文具书写,品牌: 小米；类型: 鼠标,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:1092,小米鼠标
REVIEW-MAT-00596,C,medium,needs_human_review,无线鼠标,行政办公与清洁/办公用品/文具书写,类型: 无线鼠标,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:1093,无线鼠标
REVIEW-MAT-00597,C,medium,missing_specs,缠绕膜,包装与标识/袋箱膜包装/袋箱膜,颜色: 透明；宽度: 50cm；重量: 5KG,个,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:1095,透明缠绕膜50cm*5KG
REVIEW-MAT-00598,C,medium,needs_human_review,纸箱,包装与标识/袋箱膜包装/袋箱膜,规格: 70*50,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:1096,70*50纸箱
REVIEW-MAT-00599,C,medium,missing_specs,胶带切割器,包装与标识/其他/包装工具,适用: 透明胶带,个,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:1097,透明胶带切割器
REVIEW-MAT-00600,C,medium,specs_conflict,钢筋加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；钢筋规格: 12；长度: 1.6米,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:1098,加工12钢筋1.6米
REVIEW-MAT-00601,C,medium,specs_conflict,钢筋加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；钢筋规格: 12；长度: 11.93米,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:1099,加工12钢筋11.93米
REVIEW-MAT-00602,C,medium,specs_conflict,钢筋加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；钢筋规格: 12；长度: 12.94米,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:1100,加工12钢筋12.94米
REVIEW-MAT-00603,C,medium,needs_human_review,钢筋方形箍,设备备件与加工件/金属加工件/金属加工件,加工: 是；钢筋规格: 12；形状: 方形箍,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:1101,加工12钢筋方形箍
REVIEW-MAT-00604,C,medium,missing_specs,充电电钻,工具器具/电动工具/电钻角磨机,供电: 充电,台,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:1102,充电电钻
REVIEW-MAT-00605,C,medium,missing_specs,厕所刷,劳保用品/其他/清洁工具,用途: 厕所清洁,把,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,Sheet1:1106,厕所刷子
REVIEW-MAT-00606,D,high,alias_conflict,洁厕剂,劳保用品/其他/清洁用品,类型: 洁厕灵,支,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:1107,洁厕灵
REVIEW-MAT-00607,D,high,alias_conflict,拖把,劳保用品/其他/清洁工具,类型: 拖把,支,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:1108,拖把
REVIEW-MAT-00608,C,medium,missing_specs,锂电钻,工具器具/电动工具/电钻角磨机,特征: 大功率；供电: 锂电池,台,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:1109,大功率锂电钻
REVIEW-MAT-00609,C,medium,specs_conflict,铜鼻子,电气与自动化/电线电缆与敷设/电线电缆,电流: 300A；材质: 铜,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:1110,300A铜鼻子
REVIEW-MAT-00610,D,high,alias_conflict,铜鼻子,电气与自动化/电线电缆与敷设/电线电缆,电流: 200A；材质: 铜,个,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:1111,200A铜鼻子
REVIEW-MAT-00611,C,medium,needs_human_review,PVC给水管,工程建材/其他/PVC管件,品牌: 公元；规格: 40；材质: PVC；用途: 给水,米,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:1113,公元40pvc给水管
REVIEW-MAT-00612,C,medium,specs_conflict,异径三通,工程建材/其他/PVC管件,品牌: 公元；规格: 40*32；类型: 三通,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:1117,公元三通40×32
REVIEW-MAT-00613,C,medium,specs_conflict,异径三通,工程建材/其他/PVC管件,品牌: 公元；规格: 40*25；类型: 三通,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:1118,公元三通40×25
REVIEW-MAT-00614,C,medium,needs_human_review,PVC管卡,工程建材/其他/管道紧固,品牌: 公元；材质: PVC；规格: 40,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:1119,公元pvc40管卡
REVIEW-MAT-00615,C,medium,needs_human_review,PVC45度弯头,工程建材/其他/PVC管件,品牌: 公元；规格: 40；角度: 45度,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:1120,公元40×45°弯头
REVIEW-MAT-00616,C,medium,needs_human_review,异径接头,工程建材/其他/PVC管件,品牌: 公元；规格: 40*32；类型: 大接头/异径,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:1122,公元40×32大接头
REVIEW-MAT-00617,C,medium,missing_specs,厚双面胶,化工油漆胶粘/胶粘密封/胶粘剂,类型: 双面胶；特征: 厚,卷,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:1125,双面胶厚
