候选词	建议物料族	处理建议	置信度	覆盖SKU数	覆盖标准名称数	当前物料族数	是否跨一级类目	主要分类	当前物料族	样例标准名称	样例SKU	说明
黄油	黄油	暂作为检索/属性候选	low	19	5	5	是	设备备件/通用机械备件:17；施工机具设备/泵类设备:1；工具量具/手动工具:1	不锈钢黄油嘴弯头；不锈钢黄油嘴接头；多点黄油泵；黄油嘴；黄油枪	不锈钢黄油嘴弯头；不锈钢黄油嘴接头；多点黄油泵；黄油嘴；黄油枪	CHEM-000014 不锈钢黄油嘴接头 材质：不锈钢；类型：接头；CHEM-000015 不锈钢黄油嘴弯头 材质：不锈钢；类型：弯头；CHEM-000021 多点黄油泵 容量：8升；出口数：4出口；CHEM-000072 黄油嘴 螺纹：M10*1.5；CHEM-000073 黄油嘴 螺纹：M12*1.5；CHEM-000074 黄油嘴 螺纹：M14*1.5；CHEM-000075 黄油嘴 螺纹：M16*1.5；CHEM-000076 黄油嘴 螺纹：M18*1.5	有重复但族边界不够清晰，先不固化。
垃圾	垃圾	暂作为检索/属性候选	low	17	3	3	否	清洁办公后勤/清洁耗材:11；清洁办公后勤/清洁工具:6	垃圾夹；垃圾桶；垃圾袋	垃圾夹；垃圾桶；垃圾袋	ADMIN-000005 垃圾袋 规格：大；TOOL-000018 垃圾夹 类型：垃圾夹；ADMIN-000008 垃圾袋 规格：120*140；特征：厚；TOOL-000073 垃圾桶 规格：大号；ADMIN-000020 垃圾袋 规格：大号；ADMIN-000031 垃圾桶 规格：大；ADMIN-000032 垃圾袋 规格：待补；每包数量：待补；ADMIN-000034 垃圾袋 规格：100*120	有重复但族边界不够清晰，先不固化。
垫圈/垫片	垫圈/垫片	暂作为检索/属性候选	low	17	6	1	否	紧固件与连接件/垫圈:17	垫圈/垫片	加厚垫片；垫片；平垫片；弹簧垫片；橡胶垫片；镀锌平垫	SPARE-000011 垫片 规格：110*100*5；加工：是；SPARE-000023 垫片 定制：是；规格：12*600*5；FAST-000003 平垫片 规格：14；SPARE-000050 弹簧垫片 规格：14；FAST-000006 平垫片 规格：M30；SPARE-000067 弹簧垫片 规格：M30；FAST-000007 平垫片 规格：M27；SPARE-000070 弹簧垫片 规格：M27	有重复但族边界不够清晰，先不固化。
油嘴	油嘴	暂作为检索/属性候选	low	17	3	3	否	设备备件/通用机械备件:17	不锈钢黄油嘴弯头；不锈钢黄油嘴接头；黄油嘴	不锈钢黄油嘴弯头；不锈钢黄油嘴接头；黄油嘴	CHEM-000014 不锈钢黄油嘴接头 材质：不锈钢；类型：接头；CHEM-000015 不锈钢黄油嘴弯头 材质：不锈钢；类型：弯头；CHEM-000072 黄油嘴 螺纹：M10*1.5；CHEM-000073 黄油嘴 螺纹：M12*1.5；CHEM-000074 黄油嘴 螺纹：M14*1.5；CHEM-000075 黄油嘴 螺纹：M16*1.5；CHEM-000076 黄油嘴 螺纹：M18*1.5；CHEM-000077 黄油嘴 螺纹：M20*1.5	有重复但族边界不够清晰，先不固化。
变径	变径	暂作为检索/属性候选	low	16	10	4	是	液压气动/液压接头:5；管材管件阀门/直接:5；管材管件阀门/异径接头:3；定制加工件/管路接头:2；管材管件阀门/变径接头:1	定制管路接头；液压接头；直接/接头；镀锌变径接头	不锈钢双外丝变径接头；不锈钢变径对丝；不锈钢外丝变径接头；内丝变径直接；变径对丝接头；变径接头；焊接变径接头；镀锌变径接头；高压变径接头；高压外丝变径接头	PIPE-000078 高压变径接头 定制：是；规格：36*3+36；类型：变头；PIPE-000079 高压外丝变径接头 定制：是；规格：M36变1寸；连接：外丝；PIPE-000334 变径接头 规格：25*2/36*2；PIPE-000347 变径接头 规格：1/2-3/4；PIPE-000386 变径对丝接头 规格：25*2/36*2；类型：变径对丝；PIPE-000419 内丝变径直接 规格：25变20；连接形式：内丝；类型：直接；PIPE-000436 焊接变径接头 连接：焊接；规格：150/2寸；类型：变径接头；PIPE-000437 焊接变径接头 连接：焊接；规格：150/3寸；类型：变径接头	有重复但族边界不够清晰，先不固化。
组件	组件	暂作为检索/属性候选	low	16	4	3	是	紧固件与连接件/螺丝:14；液压气动/液压接头:1；定制加工件/管路接头:1	定制管路接头；液压接头；螺丝	PE管卡箍组件；六角螺栓组件；螺丝组件；铜头铝套组件	FAST-000013 六角螺栓组件 规格：M22*100；成套：是；类型：六角；FAST-000015 螺丝组件 规格：M8*25；成套：是；FAST-000022 螺丝组件 规格：M6*25；成套：是；PIPE-000184 铜头铝套组件 规格：80；组成：铜头、铝扣；特征：加厚；FAST-000032 螺丝组件 规格：M20*35；成套：是；FAST-000033 螺丝组件 规格：M20*40；成套：是；FAST-000035 螺丝组件 规格：M4*15；成套：是；FAST-000036 螺丝组件 规格：M5*15；成套：是	有重复但族边界不够清晰，先不固化。
铝合	铝合	暂作为检索/属性候选	low	16	10	8	是	液压气动/液压接头:5；工具量具/登高工具:5；紧固件与连接件/管卡:2；定制加工件/金属加工件:1；工具量具/手动工具:1；设备备件/通用机械备件:1	定制铝合金梯子；液压接头；管卡；铝合金快速接头；铝合金枪头；铝合金梯；铝合金梯子；铝合金窗	加厚铝合金扣；定制铝合金梯子；铜头铝合金夹；铝合金快速接头；铝合金扣；铝合金抱箍；铝合金枪头；铝合金梯；铝合金梯子；铝合金窗	METAL-000046 铝合金窗 定制：是；材质：铝合金；PIPE-000207 铜头铝合金夹 规格：80；组成：铜头、铝合金夹；PIPE-000218 铜头铝合金夹 规格：50；组成：铜头、铝扣；TOOL-000153 铝合金梯子 长度：4米；型式：B型；材质：铝合金；TOOL-000156 定制铝合金梯子 定制：是；长度：4米；规格：3.5；材质：铝合金；特征：加厚；TOOL-000172 铝合金梯子 定制：是；长度：4米；规格：5.2；材质：铝合金；特征：加厚；TOOL-000191 铝合金梯子 长度：2.5米；材质：铝合金；特征：加厚；TOOL-000194 铝合金梯子 定制：是；长度：4米；材质：铝合金；特征：加厚	有重复但族边界不够清晰，先不固化。
内丝	内丝	暂作为检索/属性候选	low	15	8	4	是	管材管件阀门/直接:9；管材管件阀门/弯头:3；管材管件阀门/阀门:2；液压气动/液压接头:1	弯头；液压接头；直接/接头；阀门	不锈钢内丝球阀；内丝变径直接；内丝直接；内丝直通；铜内丝管接；镀锌内丝弯头；镀锌内丝直接；高压内丝接头	PIPE-000209 内丝直通 规格：80；连接：内丝；类型：直通；PIPE-000365 高压内丝接头 规格：36*2H；连接形式：内丝；PIPE-000412 镀锌内丝直接 规格：4寸；表面：镀锌；连接：内丝；类型：直接；PIPE-000413 镀锌内丝直接 规格：3寸；表面：镀锌；连接：内丝；类型：直接；PIPE-000419 内丝变径直接 规格：25变20；连接形式：内丝；类型：直接；PIPE-000430 镀锌内丝直接 表面：镀锌；连接：内丝；规格：2寸；类型：直接；PIPE-000434 镀锌内丝弯头 表面：镀锌；连接：内丝；规格：2寸；类型：弯头；PIPE-000435 镀锌内丝弯头 表面：镀锌；连接：内丝；规格：3寸；类型：弯头	有重复但族边界不够清晰，先不固化。
橡胶	橡胶	暂作为检索/属性候选	low	15	13	13	是	定制加工件/橡胶加工件:3；劳保防护/手套:2；紧固件与连接件/垫圈:2；化工胶粘涂料/橡胶材料:1；安全消防/消防器材:1；定制加工件/图纸件:1	垫圈/垫片；定制橡胶垫；手套；橡胶加工件；橡胶垫块；橡胶平板输送带；橡胶支座；橡胶板；橡胶锤；橡胶防爆水带；管材；绝缘橡胶板	定制橡胶垫；橡胶加工件；橡胶垫块；橡胶垫片；橡胶平板输送带；橡胶手套；橡胶支座；橡胶板；橡胶水带；橡胶锤；橡胶防爆水带；绝缘橡胶板	CHEM-000043 橡胶支座 定制：是；材质：橡胶；类型：支座；CHEM-000050 橡胶板 厚度：2cm；PIPE-000109 橡胶防爆水带 规格：100；材质：橡胶；特征：防爆；CHEM-000057 橡胶垫块 尺寸：260*330*5mm；加工：是；CHEM-000063 定制橡胶垫 定制：是；尺寸：300*350*5mm；材质：橡胶；SAFE-000063 防滑橡胶垫 功能：防滑；材质：橡胶；PIPE-000219 橡胶水带 规格：50；材质：橡胶；特征：加厚；TOOL-000182 橡胶锤 材质：橡胶	有重复但族边界不够清晰，先不固化。
电焊	电焊	暂作为检索/属性候选	low	15	8	8	是	焊接切割/焊割工具:8；劳保防护/眼面防护:3；电气电料/电线电缆:2；劳保防护/手套:1；焊接切割/焊接设备:1	手套；电焊帽；电焊快速接头；电焊机套装；电焊机接线夹；电焊眼镜；电焊线；电焊钳	电焊帽；电焊快速接头；电焊手套；电焊机套装；电焊机接线夹；电焊眼镜；电焊线；电焊钳	WELD-000002 电焊快速接头 规格：35-50；SAFE-000004 电焊眼镜 用途：电焊；WELD-000008 电焊钳 电流：500A；WELD-000009 电焊钳 电流：800A；ELEC-000050 电焊线 品牌：起帆；截面积：35平方；ELEC-000051 电焊线 品牌：起帆；截面积：50平方；SAFE-000017 电焊眼镜 用途：电焊防护；WELD-000014 电焊钳 电流：500A	有重复但族边界不够清晰，先不固化。
防水	防水	暂作为检索/属性候选	low	15	9	9	是	电气电料/电气辅材:4；安全消防/消防器材:4；弱电安防/网络材料:3；电气电料/绝缘材料:2；化工胶粘涂料/涂料:2	消防水带；电缆防水接头；网线防水对接头；金属电缆防水接头；防水乳胶漆；防水电工胶布；防水网线接头；防水网线连接器；高压防水自粘带	消防水带；电缆防水接头；网线防水对接头；金属电缆防水接头；防水乳胶漆；防水电工胶布；防水网线接头；防水网线连接器；高压防水自粘带	ELEC-000043 防水网线接头 功能：防水；用途：网线连接；ELEC-000052 电缆防水接头 规格：M50；ELEC-000053 电缆防水接头 规格：M40；ELEC-000054 电缆防水接头 规格：M32；ELEC-000076 网线防水对接头 特征：防水；用途：网络对接；ELEC-000134 防水电工胶布 宽度：25mm；功能：防水；PIPE-000263 消防水带 规格：65；特征：加厚；SAFE-000086 消防水带 规格：65；用途：消防	有重复但族边界不够清晰，先不固化。
防锈	防锈	暂作为检索/属性候选	low	15	2	2	否	化工胶粘涂料/涂料:10；化工胶粘涂料/润滑剂:5	防锈润滑剂；防锈漆	防锈润滑剂；防锈漆	CHEM-000006 防锈润滑剂 品牌/型号：WD-40；容量：500；CHEM-000011 防锈漆 颜色：铁红；类型：防锈漆；CHEM-000054 防锈润滑剂 品牌/型号：WD-40；CHEM-000059 防锈润滑剂 品牌/型号：WD-40；功能：除锈润滑；CHEM-000061 防锈润滑剂 品牌/型号：WD-40；功能：除锈；CHEM-000085 防锈润滑剂 型号：DM40；功能：防锈润滑；CHEM-000102 防锈漆 品牌：立邦；颜色：白色；包装：18KG；CHEM-000108 防锈漆 品牌：立邦；颜色：桔黄色；包装：18kg	有重复但族边界不够清晰，先不固化。
丝直	丝直	暂作为检索/属性候选	low	14	5	2	是	管材管件阀门/直接:13；液压气动/气动接头:1	气动接头；直接/接头	不锈钢快拧外丝直接；内丝直接；内丝直通；镀锌内丝直接；镀锌外丝直接	PIPE-000209 内丝直通 规格：80；连接：内丝；类型：直通；PIPE-000412 镀锌内丝直接 规格：4寸；表面：镀锌；连接：内丝；类型：直接；PIPE-000413 镀锌内丝直接 规格：3寸；表面：镀锌；连接：内丝；类型：直接；PIPE-000428 镀锌外丝直接 表面：镀锌；连接：外丝；规格：3寸；类型：直接；PIPE-000429 镀锌外丝直接 表面：镀锌；连接：外丝；规格：2寸；类型：直接；PIPE-000430 镀锌内丝直接 表面：镀锌；连接：内丝；规格：2寸；类型：直接；METAL-000144 不锈钢快拧外丝直接 材质：不锈钢；类型：快拧外丝直接；型号：PC16-04；PIPE-000439 镀锌外丝直接 表面：镀锌；连接：外丝；规格：4分；类型：直接	有重复但族边界不够清晰，先不固化。
六角螺	六角螺	暂作为检索/属性候选	low	14	6	1	否	紧固件与连接件/螺丝:14	螺丝	六角螺丝；六角螺栓组件；内六角螺丝；内六角螺丝套件；内六角螺栓；加长六角螺丝	SPARE-000031 内六角螺丝 规格：10*40；类型：内六角；SPARE-000032 内六角螺丝 规格：16*50；类型：内六角；SPARE-000045 六角螺丝 规格：10*40；类型：六角；FAST-000013 六角螺栓组件 规格：M22*100；成套：是；类型：六角；FAST-000025 内六角螺丝 规格：M8*45；头型：内六角；FAST-000027 内六角螺丝 规格：M8*40；头型：内六角；FAST-000034 内六角螺丝 规格：M6*40；头型：内六角；FAST-000044 内六角螺丝 规格：M14*120；头型：内六角	有重复但族边界不够清晰，先不固化。
内六	内六	暂作为检索/属性候选	low	14	5	3	是	紧固件与连接件/螺丝:11；工具量具/手动工具:3	内六角扳手；内六角扳手套装；螺丝	内六角扳手；内六角扳手套装；内六角螺丝；内六角螺丝套件；内六角螺栓	TOOL-000028 内六角扳手 规格：19；SPARE-000031 内六角螺丝 规格：10*40；类型：内六角；SPARE-000032 内六角螺丝 规格：16*50；类型：内六角；TOOL-000131 内六角扳手套装 品牌：世达；类型：六角扳手套装；FAST-000025 内六角螺丝 规格：M8*45；头型：内六角；FAST-000027 内六角螺丝 规格：M8*40；头型：内六角；FAST-000034 内六角螺丝 规格：M6*40；头型：内六角；FAST-000044 内六角螺丝 规格：M14*120；头型：内六角	有重复但族边界不够清晰，先不固化。
内六角	内六角	暂作为检索/属性候选	low	14	5	3	是	紧固件与连接件/螺丝:11；工具量具/手动工具:3	内六角扳手；内六角扳手套装；螺丝	内六角扳手；内六角扳手套装；内六角螺丝；内六角螺丝套件；内六角螺栓	TOOL-000028 内六角扳手 规格：19；SPARE-000031 内六角螺丝 规格：10*40；类型：内六角；SPARE-000032 内六角螺丝 规格：16*50；类型：内六角；TOOL-000131 内六角扳手套装 品牌：世达；类型：六角扳手套装；FAST-000025 内六角螺丝 规格：M8*45；头型：内六角；FAST-000027 内六角螺丝 规格：M8*40；头型：内六角；FAST-000034 内六角螺丝 规格：M6*40；头型：内六角；FAST-000044 内六角螺丝 规格：M14*120；头型：内六角	有重复但族边界不够清晰，先不固化。
对丝	对丝	暂作为检索/属性候选	low	14	6	2	是	液压气动/液压接头:13；管材管件阀门/直接:1	液压接头；直接/接头	不锈钢变径对丝；变径对丝接头；对丝接头；液压对丝接头；高压对丝；高压对丝接头	PIPE-000307 高压对丝 规格：20；类型：对丝；PIPE-000338 对丝接头 螺纹/规格：36*2；PIPE-000346 对丝接头 规格：1/2；PIPE-000352 高压对丝接头 螺纹：20*1.5；PIPE-000353 高压对丝接头 螺纹：24*1.5；PIPE-000354 高压对丝接头 螺纹：30*2；连接形式：对丝；PIPE-000355 高压对丝接头 螺纹：36*2；连接形式：对丝；PIPE-000356 高压对丝接头 螺纹：52*2；连接形式：对丝	有重复但族边界不够清晰，先不固化。
尼龙	尼龙	暂作为检索/属性候选	low	14	2	2	是	电气电料/电气辅材:9；吊装索具/牵引捆绑:5	尼龙扎带；尼龙绳	尼龙扎带；尼龙绳	MAT-000031 尼龙绳 直径：14mm；材质：尼龙；MAT-000037 尼龙绳 直径：18mm；材质：尼龙；MAT-000082 尼龙绳 材质：尼龙；ELEC-TIE-000004 尼龙扎带 规格：10*500；包装：大包；MAT-000091 尼龙绳 规格/直径：18；材质：尼龙；ELEC-TIE-000005 尼龙扎带 规格：10*50cm；材质：尼龙；ELEC-TIE-000006 尼龙扎带 规格：10*40cm；材质：尼龙；ELEC-TIE-000007 尼龙扎带 规格：10*30cm；材质：尼龙	有重复但族边界不够清晰，先不固化。
